method,round,elapsed_seconds,val_macro_f1,val_accuracy,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,ccp_alpha,tree_count,avg_tree_depth,max_tree_depth,total_nodes,avg_nodes
grid,1,0.0971054170076968,0.8808423499495148,0.8830409356725146,50,20.0,7,7,sqrt,0.001,50,18.24,20,8238,164.76
grid,1,0.0984967080003116,0.8808423499495148,0.8830409356725146,50,20.0,7,10,sqrt,0.001,50,18.24,20,8238,164.76
grid,1,0.2292942500062054,0.8808190606456597,0.8810916179337231,50,12.0,1,5,0.5,1e-05,50,12.0,12,7042,140.84
grid,1,0.2416495829966152,0.8808190606456597,0.8810916179337231,50,12.0,1,5,0.5,0.0001,50,12.0,12,7042,140.84
grid,1,0.2417092919931747,0.8808190606456597,0.8810916179337231,50,12.0,1,5,0.5,0.0,50,12.0,12,7412,148.24
grid,1,0.0964724590012338,0.8807086464132656,0.8830409356725146,50,16.0,10,2,sqrt,0.0001,50,15.72,16,8266,165.32
grid,1,0.0960005419910885,0.8807086464132656,0.8830409356725146,50,16.0,10,5,sqrt,0.0001,50,15.72,16,8266,165.32
grid,1,0.0958224589994642,0.8807086464132656,0.8830409356725146,50,16.0,10,7,sqrt,0.0001,50,15.72,16,8266,165.32
grid,1,0.0969392919942038,0.8807086464132656,0.8830409356725146,50,16.0,10,10,sqrt,0.0001,50,15.72,16,8266,165.32
grid,1,0.095502583993948,0.8806472009115728,0.8830409356725146,50,12.0,7,2,sqrt,0.001,50,12.0,12,6500,130.0
grid,1,0.1263445829972624,0.8806472009115728,0.8830409356725146,50,12.0,7,5,sqrt,0.001,50,12.0,12,6500,130.0
grid,1,0.0914534580078907,0.8806472009115728,0.8830409356725146,50,12.0,7,7,sqrt,0.001,50,12.0,12,6500,130.0
grid,1,0.0949368750007124,0.8806472009115728,0.8830409356725146,50,12.0,7,10,sqrt,0.001,50,12.0,12,6500,130.0
grid,1,0.2013538750034058,0.880639915625416,0.8830409356725146,133,12.0,1,10,log2,0.001,133,12.0,12,26839,201.796992481203
grid,1,0.0962841660075355,0.8805898800485374,0.8830409356725146,50,20.0,10,2,sqrt,1e-05,50,17.62,20,9316,186.32
grid,1,0.0934878330008359,0.8805898800485374,0.8830409356725146,50,20.0,10,5,sqrt,1e-05,50,17.62,20,9316,186.32
grid,1,0.0943793749902397,0.8805898800485374,0.8830409356725146,50,20.0,10,7,sqrt,1e-05,50,17.62,20,9316,186.32
grid,1,0.0972678329999325,0.8805898800485374,0.8830409356725146,50,20.0,10,10,sqrt,1e-05,50,17.62,20,9316,186.32
grid,1,0.094449166994309,0.8805898800485374,0.8830409356725146,50,20.0,10,2,sqrt,0.0,50,17.66,20,9700,194.0
grid,1,0.0943590000097174,0.8805898800485374,0.8830409356725146,50,20.0,10,5,sqrt,0.0,50,17.66,20,9700,194.0
grid,1,0.0921091250056633,0.8805898800485374,0.8830409356725146,50,20.0,10,7,sqrt,0.0,50,17.66,20,9700,194.0
grid,1,0.0976219169970136,0.8805898800485374,0.8830409356725146,50,20.0,10,10,sqrt,0.0,50,17.66,20,9700,194.0
grid,1,0.0888999579910887,0.8805314587880702,0.8830409356725146,50,,10,2,sqrt,0.0001,50,17.88,27,8664,173.28
grid,1,0.1077694999985396,0.8805314587880702,0.8830409356725146,50,,10,5,sqrt,0.0001,50,17.88,27,8664,173.28
grid,1,0.0958020830003079,0.8805314587880702,0.8830409356725146,50,,10,7,sqrt,0.0001,50,17.88,27,8664,173.28
grid,1,0.0961862080002902,0.8805314587880702,0.8830409356725146,50,,10,10,sqrt,0.0001,50,17.88,27,8664,173.28
grid,1,0.1000736249989131,0.8804997404371971,0.8830409356725146,50,16.0,7,2,sqrt,1e-05,50,15.92,16,10632,212.64
grid,1,0.114098041987745,0.8804997404371971,0.8830409356725146,50,16.0,7,5,sqrt,1e-05,50,15.92,16,10632,212.64
grid,1,0.0959880000009434,0.8804997404371971,0.8830409356725146,50,16.0,7,7,sqrt,1e-05,50,15.92,16,10632,212.64
grid,1,0.097392084004241,0.8804997404371971,0.8830409356725146,50,16.0,7,10,sqrt,1e-05,50,15.92,16,10632,212.64
grid,1,0.0961031670012744,0.8804997404371971,0.8830409356725146,50,16.0,7,2,sqrt,0.0,50,15.92,16,11090,221.8
grid,1,0.0952822079998441,0.8804997404371971,0.8830409356725146,50,16.0,7,5,sqrt,0.0,50,15.92,16,11090,221.8
grid,1,0.0922226249967934,0.8804997404371971,0.8830409356725146,50,16.0,7,7,sqrt,0.0,50,15.92,16,11090,221.8
grid,1,0.0974891660007415,0.8804997404371971,0.8830409356725146,50,16.0,7,10,sqrt,0.0,50,15.92,16,11090,221.8
grid,1,0.2888195840059779,0.8804985098110154,0.8830409356725146,217,16.0,7,2,log2,0.0001,217,15.824884792626728,16,47745,220.0230414746544
grid,1,0.2979167500016046,0.8804985098110154,0.8830409356725146,217,16.0,7,5,log2,0.0001,217,15.824884792626728,16,47745,220.0230414746544
grid,1,0.2949087080050958,0.8804985098110154,0.8830409356725146,217,16.0,7,7,log2,0.0001,217,15.824884792626728,16,47745,220.0230414746544
grid,1,0.2953524580079829,0.8804985098110154,0.8830409356725146,217,16.0,7,10,log2,0.0001,217,15.824884792626728,16,47745,220.0230414746544
grid,1,0.2932793749932898,0.8804985098110154,0.8830409356725146,217,16.0,7,2,log2,1e-05,217,15.838709677419354,16,51053,235.2672811059908
grid,1,0.3237737089948496,0.8804985098110154,0.8830409356725146,217,16.0,7,5,log2,1e-05,217,15.838709677419354,16,51053,235.2672811059908
grid,1,0.2953622920031193,0.8804985098110154,0.8830409356725146,217,16.0,7,7,log2,1e-05,217,15.838709677419354,16,51053,235.2672811059908
grid,1,0.2961973749916069,0.8804985098110154,0.8830409356725146,217,16.0,7,10,log2,1e-05,217,15.838709677419354,16,51053,235.2672811059908
grid,1,0.286747167003341,0.8804985098110154,0.8830409356725146,217,16.0,7,2,log2,0.0,217,15.84331797235023,16,52685,242.78801843317973
grid,1,0.2802332089922856,0.8804985098110154,0.8830409356725146,217,16.0,7,5,log2,0.0,217,15.84331797235023,16,52685,242.78801843317973
grid,1,0.2867727920092875,0.8804985098110154,0.8830409356725146,217,16.0,7,7,log2,0.0,217,15.84331797235023,16,52685,242.78801843317973
grid,1,0.2869448749988805,0.8804985098110154,0.8830409356725146,217,16.0,7,10,log2,0.0,217,15.84331797235023,16,52685,242.78801843317973
grid,1,0.3097717079945141,0.8804796213856155,0.8830409356725146,217,8.0,1,2,sqrt,0.001,217,8.0,8,25113,115.72811059907832
grid,1,0.2031475419935304,0.8803142985053606,0.8830409356725146,133,16.0,7,2,sqrt,0.001,133,15.834586466165414,16,20909,157.21052631578948
grid,1,0.2002323330088984,0.8803142985053606,0.8830409356725146,133,16.0,7,5,sqrt,0.001,133,15.834586466165414,16,20909,157.21052631578948
grid,1,0.2046422499988693,0.8803142985053606,0.8830409356725146,133,16.0,7,7,sqrt,0.001,133,15.834586466165414,16,20909,157.21052631578948
grid,1,0.201136999996379,0.8803142985053606,0.8830409356725146,133,16.0,7,10,sqrt,0.001,133,15.834586466165414,16,20909,157.21052631578948
grid,1,0.3064364590100012,0.8801942910001581,0.8810916179337231,217,8.0,1,5,sqrt,0.0001,217,8.0,8,28773,132.59447004608296
grid,1,0.3138284589949762,0.8801942910001581,0.8810916179337231,217,8.0,1,5,sqrt,1e-05,217,8.0,8,28823,132.82488479262673
grid,1,0.3046187080035452,0.8801942910001581,0.8810916179337231,217,8.0,1,5,sqrt,0.0,217,8.0,8,29641,136.59447004608296
grid,1,0.0942932920006569,0.8798732640533818,0.8810916179337231,50,8.0,1,7,sqrt,0.0001,50,8.0,8,6000,120.0
grid,1,0.0931922499876236,0.8798732640533818,0.8810916179337231,50,8.0,1,7,sqrt,1e-05,50,8.0,8,6018,120.36
grid,1,0.0925890830112621,0.8798732640533818,0.8810916179337231,50,8.0,1,7,sqrt,0.0,50,8.0,8,6166,123.32
grid,1,0.079494749996229,0.8797370749980524,0.8810916179337231,50,20.0,4,2,log2,1e-05,50,18.96,20,17102,342.04
grid,1,0.0817394579935353,0.8797370749980524,0.8810916179337231,50,20.0,4,5,log2,1e-05,50,18.96,20,17102,342.04
grid,1,0.0815830829960759,0.8797370749980524,0.8810916179337231,50,20.0,4,7,log2,1e-05,50,18.96,20,17102,342.04
grid,1,0.0813498749921564,0.8797370749980524,0.8810916179337231,50,20.0,4,2,log2,0.0,50,19.0,20,17734,354.68
grid,1,0.0835852080053882,0.8797370749980524,0.8810916179337231,50,20.0,4,5,log2,0.0,50,19.0,20,17734,354.68
grid,1,0.0831505000096513,0.8797370749980524,0.8810916179337231,50,20.0,4,7,log2,0.0,50,19.0,20,17734,354.68
grid,1,0.2532970419997582,0.8795543115987701,0.8830409356725146,50,,7,2,0.5,0.001,50,22.86,29,6542,130.84
grid,1,0.2520220419974066,0.8795543115987701,0.8830409356725146,50,,7,5,0.5,0.001,50,22.86,29,6542,130.84
grid,1,0.2690114589931909,0.8795543115987701,0.8830409356725146,50,,7,7,0.5,0.001,50,22.86,29,6542,130.84
grid,1,0.2569896250060992,0.8795543115987701,0.8830409356725146,50,,7,10,0.5,0.001,50,22.86,29,6542,130.84
grid,1,0.1760429999994812,0.8794731412361955,0.8810916179337231,133,12.0,4,2,log2,0.0001,133,12.0,12,32627,245.31578947368425
grid,1,0.1730950420023873,0.8794731412361955,0.8810916179337231,133,12.0,4,5,log2,0.0001,133,12.0,12,32627,245.31578947368425
grid,1,0.1755375830107368,0.8794731412361955,0.8810916179337231,133,12.0,4,7,log2,0.0001,133,12.0,12,32627,245.31578947368425
grid,1,0.1793952500011073,0.8794731412361955,0.8810916179337231,133,12.0,4,2,log2,1e-05,133,12.0,12,33511,251.9624060150376
grid,1,0.1751792919967556,0.8794731412361955,0.8810916179337231,133,12.0,4,5,log2,1e-05,133,12.0,12,33511,251.9624060150376
grid,1,0.1735132920002797,0.8794731412361955,0.8810916179337231,133,12.0,4,7,log2,1e-05,133,12.0,12,33511,251.9624060150376
grid,1,0.1741425420041196,0.8794731412361955,0.8810916179337231,133,12.0,4,2,log2,0.0,133,12.0,12,34575,259.9624060150376
grid,1,0.1813699589984025,0.8794731412361955,0.8810916179337231,133,12.0,4,5,log2,0.0,133,12.0,12,34575,259.9624060150376
grid,1,0.1947123749996535,0.8794731412361955,0.8810916179337231,133,12.0,4,7,log2,0.0,133,12.0,12,34575,259.9624060150376
grid,1,0.6031795000017155,0.8793391986973333,0.8810916179337231,133,16.0,4,10,0.5,0.001,133,16.0,16,15745,118.38345864661656
grid,1,0.0914101670059608,0.879262771052734,0.8810916179337231,50,16.0,4,2,log2,0.001,50,15.92,16,11026,220.52
grid,1,0.0924814589961897,0.879262771052734,0.8810916179337231,50,16.0,4,5,log2,0.001,50,15.92,16,11026,220.52
grid,1,0.0809756249946076,0.879262771052734,0.8810916179337231,50,16.0,4,7,log2,0.001,50,15.92,16,11026,220.52
grid,1,0.0809053749981103,0.8792385466606691,0.8810916179337231,50,,10,2,log2,0.0001,50,16.9,24,9220,184.4
grid,1,0.0819813749985769,0.8792385466606691,0.8810916179337231,50,,10,5,log2,0.0001,50,16.9,24,9220,184.4
grid,1,0.0808186250069411,0.8792385466606691,0.8810916179337231,50,,10,7,log2,0.0001,50,16.9,24,9220,184.4
grid,1,0.0814857499935897,0.8792385466606691,0.8810916179337231,50,,10,10,log2,0.0001,50,16.9,24,9220,184.4
grid,1,0.0762804169935407,0.8792385466606691,0.8810916179337231,50,,10,2,log2,1e-05,50,17.0,24,9842,196.84
grid,1,0.0815677499922458,0.8792385466606691,0.8810916179337231,50,,10,5,log2,1e-05,50,17.0,24,9842,196.84
grid,1,0.0818059159937547,0.8792385466606691,0.8810916179337231,50,,10,7,log2,1e-05,50,17.0,24,9842,196.84
grid,1,0.0816695420071482,0.8792385466606691,0.8810916179337231,50,,10,10,log2,1e-05,50,17.0,24,9842,196.84
grid,1,0.0805357079952955,0.8792385466606691,0.8810916179337231,50,,10,2,log2,0.0,50,17.04,24,10108,202.16
grid,1,0.0825383749906905,0.8792385466606691,0.8810916179337231,50,,10,5,log2,0.0,50,17.04,24,10108,202.16
grid,1,0.0771767080004792,0.8792385466606691,0.8810916179337231,50,,10,7,log2,0.0,50,17.04,24,10108,202.16
grid,1,0.0921683329943334,0.8792385466606691,0.8810916179337231,50,,10,10,log2,0.0,50,17.04,24,10108,202.16
grid,1,0.0922313750052126,0.8790853488820034,0.8810916179337231,50,12.0,1,10,log2,0.001,50,12.0,12,9786,195.72
grid,1,0.2042476249916944,0.8789115478254814,0.8810916179337231,133,,10,2,sqrt,0.0001,133,17.917293233082706,27,23161,174.14285714285714
grid,1,0.2069174159987596,0.8789115478254814,0.8810916179337231,133,,10,5,sqrt,0.0001,133,17.917293233082706,27,23161,174.14285714285714
grid,1,0.2022465000045485,0.8789115478254814,0.8810916179337231,133,,10,7,sqrt,0.0001,133,17.917293233082706,27,23161,174.14285714285714
grid,1,0.2059134580049431,0.8789115478254814,0.8810916179337231,133,,10,10,sqrt,0.0001,133,17.917293233082706,27,23161,174.14285714285714
grid,1,0.2028097919974243,0.8789115478254814,0.8810916179337231,133,,10,2,sqrt,1e-05,133,17.962406015037594,27,24835,186.72932330827064
grid,1,0.2103905830008443,0.8789115478254814,0.8810916179337231,133,,10,5,sqrt,1e-05,133,17.962406015037594,27,24835,186.72932330827064
grid,1,0.2030193329992471,0.8789115478254814,0.8810916179337231,133,,10,7,sqrt,1e-05,133,17.962406015037594,27,24835,186.72932330827064
grid,1,0.2155390000116313,0.8789115478254814,0.8810916179337231,133,,10,10,sqrt,1e-05,133,17.962406015037594,27,24835,186.72932330827064
grid,1,0.2040065000037429,0.8789115478254814,0.8810916179337231,133,,10,2,sqrt,0.0,133,18.0,27,25769,193.75187969924812
grid,1,0.1960072499932721,0.8789115478254814,0.8810916179337231,133,,10,5,sqrt,0.0,133,18.0,27,25769,193.75187969924812
grid,1,0.2026308329950552,0.8789115478254814,0.8810916179337231,133,,10,7,sqrt,0.0,133,18.0,27,25769,193.75187969924812
grid,1,0.202044499994372,0.8789115478254814,0.8810916179337231,133,,10,10,sqrt,0.0,133,18.0,27,25769,193.75187969924812
grid,1,0.1766230000066571,0.8788932926399279,0.8810916179337231,133,8.0,4,2,log2,0.001,133,8.0,8,13823,103.93233082706767
grid,1,0.1771674159972462,0.8788932926399279,0.8810916179337231,133,8.0,4,5,log2,0.001,133,8.0,8,13823,103.93233082706767
grid,1,0.1760202500008745,0.8788932926399279,0.8810916179337231,133,8.0,4,7,log2,0.001,133,8.0,8,13823,103.93233082706767
grid,1,0.0923469999979715,0.8788645324801679,0.8810916179337231,50,8.0,1,7,sqrt,0.001,50,8.0,8,5220,104.4
grid,1,0.1914202080079121,0.8788572773432792,0.8810916179337231,133,8.0,4,10,sqrt,0.0001,133,8.0,8,14819,111.42105263157896
grid,1,0.1909166669938713,0.8788572773432792,0.8810916179337231,133,8.0,4,10,sqrt,1e-05,133,8.0,8,14939,112.32330827067668
grid,1,0.1898534590000054,0.8788572773432792,0.8810916179337231,133,8.0,4,10,sqrt,0.0,133,8.0,8,15405,115.82706766917292
grid,1,0.192850666004233,0.8787554422142762,0.8810916179337231,133,,4,2,log2,0.001,133,18.76691729323308,25,31675,238.1578947368421
grid,1,0.1947435419860994,0.8787554422142762,0.8810916179337231,133,,4,5,log2,0.001,133,18.76691729323308,25,31675,238.1578947368421
grid,1,0.1902622920024441,0.8787554422142762,0.8810916179337231,133,,4,7,log2,0.001,133,18.76691729323308,25,31675,238.1578947368421
grid,1,0.3085622920043533,0.878685109792066,0.8810916179337231,217,12.0,4,10,log2,0.0001,217,12.0,12,49029,225.94009216589865
grid,1,0.2942290840001078,0.878685109792066,0.8810916179337231,217,12.0,4,10,log2,1e-05,217,12.0,12,50027,230.53917050691248
grid,1,0.2845451660105027,0.878685109792066,0.8810916179337231,217,12.0,4,10,log2,0.0,217,12.0,12,51669,238.10599078341016
grid,1,0.0959520839969627,0.8786290957348118,0.8810916179337231,50,20.0,10,2,sqrt,0.0001,50,17.56,20,8630,172.6
grid,1,0.0965390829951502,0.8786290957348118,0.8810916179337231,50,20.0,10,5,sqrt,0.0001,50,17.56,20,8630,172.6
grid,1,0.0932969579880591,0.8786290957348118,0.8810916179337231,50,20.0,10,7,sqrt,0.0001,50,17.56,20,8630,172.6
grid,1,0.0949462080025114,0.8786290957348118,0.8810916179337231,50,20.0,10,10,sqrt,0.0001,50,17.56,20,8630,172.6
grid,1,0.9366769999905956,0.8784734234819839,0.8810916179337231,217,16.0,7,2,0.5,0.0001,217,16.0,16,28099,129.4884792626728
grid,1,0.9469346660043813,0.8784734234819839,0.8810916179337231,217,16.0,7,5,0.5,0.0001,217,16.0,16,28099,129.4884792626728
grid,1,0.9524290829867824,0.8784734234819839,0.8810916179337231,217,16.0,7,7,0.5,0.0001,217,16.0,16,28099,129.4884792626728
grid,1,0.950273249996826,0.8784734234819839,0.8810916179337231,217,16.0,7,10,0.5,0.0001,217,16.0,16,28099,129.4884792626728
grid,1,0.9327237910038092,0.8784734234819839,0.8810916179337231,217,16.0,7,2,0.5,1e-05,217,16.0,16,29771,137.19354838709677
grid,1,0.9439185410010396,0.8784734234819839,0.8810916179337231,217,16.0,7,5,0.5,1e-05,217,16.0,16,29771,137.19354838709677
grid,1,0.9403064579964848,0.8784734234819839,0.8810916179337231,217,16.0,7,7,0.5,1e-05,217,16.0,16,29771,137.19354838709677
grid,1,0.9485940000013215,0.8784734234819839,0.8810916179337231,217,16.0,7,10,0.5,1e-05,217,16.0,16,29771,137.19354838709677
grid,1,0.947202457988169,0.8784734234819839,0.8810916179337231,217,16.0,7,2,0.5,0.0,217,16.0,16,31799,146.53917050691246
grid,1,0.9375077090080596,0.8784734234819839,0.8810916179337231,217,16.0,7,5,0.5,0.0,217,16.0,16,31799,146.53917050691246
grid,1,0.9405930409993744,0.8784734234819839,0.8810916179337231,217,16.0,7,7,0.5,0.0,217,16.0,16,31799,146.53917050691246
grid,1,0.946385041999747,0.8784734234819839,0.8810916179337231,217,16.0,7,10,0.5,0.0,217,16.0,16,31799,146.53917050691246
grid,1,0.5674136250017909,0.8784284542280812,0.8810916179337231,133,12.0,1,2,0.5,0.0001,133,12.0,12,22327,167.87218045112783
grid,1,0.5860876670049038,0.8784284542280812,0.8810916179337231,133,12.0,1,2,0.5,1e-05,133,12.0,12,22329,167.88721804511275
grid,1,0.5668909160012845,0.8784284542280812,0.8810916179337231,133,12.0,1,2,0.5,0.0,133,12.0,12,23797,178.9248120300752
grid,1,0.2596374999993713,0.8784104131447703,0.8810916179337231,50,20.0,4,10,0.5,0.001,50,20.0,20,7140,142.8
grid,1,0.2532082499965327,0.8783806130713777,0.8810916179337231,50,12.0,1,7,0.5,1e-05,50,12.0,12,6578,131.56
grid,1,0.2902197079965845,0.8783806130713777,0.8810916179337231,50,12.0,1,7,0.5,0.0001,50,12.0,12,6578,131.56
grid,1,0.2497449580114334,0.8783806130713777,0.8810916179337231,50,12.0,1,7,0.5,0.0,50,12.0,12,6916,138.32
grid,1,0.3002884590096073,0.8783648111828118,0.8810916179337231,217,12.0,4,2,log2,0.001,217,12.0,12,39105,180.2073732718894
grid,1,0.2946421669912524,0.8783648111828118,0.8810916179337231,217,12.0,4,5,log2,0.001,217,12.0,12,39105,180.2073732718894
grid,1,0.3001128749892814,0.8783648111828118,0.8810916179337231,217,12.0,4,7,log2,0.001,217,12.0,12,39105,180.2073732718894
grid,1,0.3310107919969596,0.8783329125554429,0.8810916179337231,217,16.0,10,2,sqrt,0.001,217,15.612903225806452,16,28999,133.63594470046084
grid,1,0.3328892089921282,0.8783329125554429,0.8810916179337231,217,16.0,10,5,sqrt,0.001,217,15.612903225806452,16,28999,133.63594470046084
grid,1,0.3222494169895071,0.8783329125554429,0.8810916179337231,217,16.0,10,7,sqrt,0.001,217,15.612903225806452,16,28999,133.63594470046084
grid,1,0.096673791995272,0.8782508856133252,0.8810916179337231,50,16.0,7,2,sqrt,0.0001,50,15.92,16,9894,197.88
grid,1,0.095940667000832,0.8782508856133252,0.8810916179337231,50,16.0,7,5,sqrt,0.0001,50,15.92,16,9894,197.88
grid,1,0.0951367910020053,0.8782508856133252,0.8810916179337231,50,16.0,7,7,sqrt,0.0001,50,15.92,16,9894,197.88
grid,1,0.0937817920057568,0.8782508856133252,0.8810916179337231,50,16.0,7,10,sqrt,0.0001,50,15.92,16,9894,197.88
grid,1,0.2657087499974295,0.8781784518128649,0.8810916179337231,50,,4,10,0.5,0.001,50,25.38,30,7908,158.16
grid,1,0.0960645409941207,0.8781655065855826,0.8810916179337231,50,16.0,7,2,sqrt,0.001,50,15.9,16,7848,156.96
grid,1,0.0930272080004215,0.8781655065855826,0.8810916179337231,50,16.0,7,5,sqrt,0.001,50,15.9,16,7848,156.96
grid,1,0.0947250829922268,0.8781655065855826,0.8810916179337231,50,16.0,7,7,sqrt,0.001,50,15.9,16,7848,156.96
grid,1,0.0914548750006361,0.8781655065855826,0.8810916179337231,50,16.0,7,10,sqrt,0.001,50,15.9,16,7848,156.96
grid,1,0.0936842079972848,0.878021582807739,0.8810916179337231,50,16.0,10,2,sqrt,0.001,50,15.58,16,6566,131.32
grid,1,0.0950236250064335,0.878021582807739,0.8810916179337231,50,16.0,10,5,sqrt,0.001,50,15.58,16,6566,131.32
grid,1,0.0957580829999642,0.878021582807739,0.8810916179337231,50,16.0,10,7,sqrt,0.001,50,15.58,16,6566,131.32
grid,1,0.0968883330060634,0.878021582807739,0.8810916179337231,50,16.0,10,10,sqrt,0.001,50,15.58,16,6566,131.32
grid,1,0.095298415995785,0.8779887568933676,0.8810916179337231,50,20.0,10,2,sqrt,0.001,50,17.22,20,6868,137.36
grid,1,0.0975357499992242,0.8779887568933676,0.8810916179337231,50,20.0,10,5,sqrt,0.001,50,17.22,20,6868,137.36
grid,1,0.0957717080018483,0.8779887568933676,0.8810916179337231,50,20.0,10,7,sqrt,0.001,50,17.22,20,6868,137.36
grid,1,0.0955970000068191,0.8779887568933676,0.8810916179337231,50,20.0,10,10,sqrt,0.001,50,17.22,20,6868,137.36
grid,1,0.2771145000006072,0.8778527500951587,0.8791423001949318,217,8.0,1,5,log2,0.0001,217,8.0,8,32723,150.79723502304148
grid,1,0.2807739580021007,0.8778527500951587,0.8791423001949318,217,8.0,1,5,log2,1e-05,217,8.0,8,32879,151.51612903225808
grid,1,0.2903293329873122,0.8778527500951587,0.8791423001949318,217,8.0,1,5,log2,0.0,217,8.0,8,33677,155.19354838709677
grid,1,0.0789194579992909,0.8777522862571027,0.8791423001949318,50,,7,2,log2,0.001,50,17.76,24,8812,176.24
grid,1,0.0811661249899771,0.8777522862571027,0.8791423001949318,50,,7,5,log2,0.001,50,17.76,24,8812,176.24
grid,1,0.0848132910032291,0.8777522862571027,0.8791423001949318,50,,7,7,log2,0.001,50,17.76,24,8812,176.24
grid,1,0.0813182910060277,0.8777522862571027,0.8791423001949318,50,,7,10,log2,0.001,50,17.76,24,8812,176.24
grid,1,0.3132461669883923,0.877691450856274,0.8791423001949318,217,8.0,1,5,sqrt,0.001,217,8.0,8,24091,111.0184331797235
grid,1,0.9243992499978048,0.877672523417552,0.8791423001949318,217,12.0,1,2,0.5,0.0001,217,12.0,12,36553,168.44700460829492
grid,1,0.9245346669922584,0.877672523417552,0.8791423001949318,217,12.0,1,2,0.5,1e-05,217,12.0,12,36557,168.46543778801842
grid,1,0.912210166992736,0.877672523417552,0.8791423001949318,217,12.0,1,2,0.5,0.0,217,12.0,12,39085,180.1152073732719
grid,1,0.1836170830065384,0.877525821045261,0.8791423001949318,133,20.0,10,2,log2,0.001,133,16.383458646616543,20,19285,145.0
grid,1,0.1800485830026446,0.877525821045261,0.8791423001949318,133,20.0,10,5,log2,0.001,133,16.383458646616543,20,19285,145.0
grid,1,0.1831305419909767,0.877525821045261,0.8791423001949318,133,20.0,10,7,log2,0.001,133,16.383458646616543,20,19285,145.0
grid,1,0.1754964170104358,0.877525821045261,0.8791423001949318,133,20.0,10,10,log2,0.001,133,16.383458646616543,20,19285,145.0
grid,1,0.1840962919959565,0.877525821045261,0.8791423001949318,133,,10,2,log2,0.001,133,16.51127819548872,25,19339,145.406015037594
grid,1,0.1873963340040063,0.877525821045261,0.8791423001949318,133,,10,5,log2,0.001,133,16.51127819548872,25,19339,145.406015037594
grid,1,0.1852543749992037,0.877525821045261,0.8791423001949318,133,,10,7,log2,0.001,133,16.51127819548872,25,19339,145.406015037594
grid,1,0.189633917005267,0.877525821045261,0.8791423001949318,133,,10,10,log2,0.001,133,16.51127819548872,25,19339,145.406015037594
grid,1,0.0813221669959602,0.8773290248345357,0.8791423001949318,50,16.0,7,2,log2,0.0001,50,15.68,16,10880,217.6
grid,1,0.0971978339948691,0.8773290248345357,0.8791423001949318,50,16.0,7,5,log2,0.0001,50,15.68,16,10880,217.6
grid,1,0.0918912080087466,0.8773290248345357,0.8791423001949318,50,16.0,7,7,log2,0.0001,50,15.68,16,10880,217.6
grid,1,0.0837385419872589,0.8773290248345357,0.8791423001949318,50,16.0,7,10,log2,0.0001,50,15.68,16,10880,217.6
grid,1,0.0792662909952923,0.8773290248345357,0.8791423001949318,50,16.0,7,2,log2,1e-05,50,15.7,16,11628,232.56
grid,1,0.0836679579952033,0.8773290248345357,0.8791423001949318,50,16.0,7,5,log2,1e-05,50,15.7,16,11628,232.56
grid,1,0.0832729579997249,0.8773290248345357,0.8791423001949318,50,16.0,7,7,log2,1e-05,50,15.7,16,11628,232.56
grid,1,0.08399158300017,0.8773290248345357,0.8791423001949318,50,16.0,7,10,log2,1e-05,50,15.7,16,11628,232.56
grid,1,0.0798249999934341,0.8773290248345357,0.8791423001949318,50,16.0,7,2,log2,0.0,50,15.72,16,11994,239.88
grid,1,0.0793592499976512,0.8773290248345357,0.8791423001949318,50,16.0,7,5,log2,0.0,50,15.72,16,11994,239.88
grid,1,0.0804880409996258,0.8773290248345357,0.8791423001949318,50,16.0,7,7,log2,0.0,50,15.72,16,11994,239.88
grid,1,0.0802198750025127,0.8773290248345357,0.8791423001949318,50,16.0,7,10,log2,0.0,50,15.72,16,11994,239.88
grid,1,0.199021749998792,0.8772665060401804,0.8791423001949318,133,8.0,1,2,sqrt,0.001,133,8.0,8,15309,115.10526315789474
grid,1,0.2021589169889921,0.877261642887845,0.8791423001949318,133,16.0,10,2,sqrt,0.0001,133,15.774436090225564,16,22213,167.01503759398497
grid,1,0.2023793330008629,0.877261642887845,0.8791423001949318,133,16.0,10,5,sqrt,0.0001,133,15.774436090225564,16,22213,167.01503759398497
grid,1,0.2015026250010123,0.877261642887845,0.8791423001949318,133,16.0,10,7,sqrt,0.0001,133,15.774436090225564,16,22213,167.01503759398497
grid,1,0.1999171250063227,0.877261642887845,0.8791423001949318,133,16.0,10,10,sqrt,0.0001,133,15.774436090225564,16,22213,167.01503759398497
grid,1,0.1981536250095814,0.877261642887845,0.8791423001949318,133,16.0,10,2,sqrt,1e-05,133,15.781954887218046,16,23783,178.81954887218046
grid,1,0.1991165409999666,0.877261642887845,0.8791423001949318,133,16.0,10,5,sqrt,1e-05,133,15.781954887218046,16,23783,178.81954887218046
grid,1,0.2027370830037398,0.877261642887845,0.8791423001949318,133,16.0,10,7,sqrt,1e-05,133,15.781954887218046,16,23783,178.81954887218046
grid,1,0.2067792090092552,0.877261642887845,0.8791423001949318,133,16.0,10,10,sqrt,1e-05,133,15.781954887218046,16,23783,178.81954887218046
grid,1,0.1999067089927848,0.877261642887845,0.8791423001949318,133,16.0,10,2,sqrt,0.0,133,15.789473684210526,16,24705,185.75187969924812
grid,1,0.2044947919930564,0.877261642887845,0.8791423001949318,133,16.0,10,5,sqrt,0.0,133,15.789473684210526,16,24705,185.75187969924812
